Epochs,Training Loss,Validation Loss
1,0.0,0.0
2,1.0220883534136547,0.8331758034026465
3,0.8162650602409639,0.4333648393194707
4,0.6628277817150957,0.9664461247637051
5,0.5811481218993622,0.2329867674858223
6,0.5105126387904559,0.5
7,0.45588235294117646,0.4664461247637051
8,0.42056461138672335,0.3998109640831758
9,0.3818804630285849,0.3331758034026465
10,0.35760689818095914,0.0997164461247637
11,0.3172690763052209,0.6999054820415879
